instrument1,instrument2,period,frequency,entry_id
GOAU4,PSSA3,1D,1H,3
ISAE4,RECV3,1D,1S,1
CYRE3,VBBR3,1D,1H,1
ASAI3,VAMO3,1D,1S,1
GGBR4,RDOR3,1D,1S,2
B3SA3,ITUB4,1D,1S,1
BEEF3,VALE3,1D,1H,1
BPAC11,RDOR3,1D,1H,1
HAPV3,CSNA3,1D,1H,1
ISAE4,VIVT3,1D,1S,2
IGTI11,VALE3,1D,1T,2
IRBR3,SLCE3,1D,1H,2
BBDC4,RAIZ4,1D,1S,1
BRAP4,PETR3,1D,1H,3
BBAS3,CSAN3,1D,1H,2
MBRF3,TAEE11,1D,1H,1
CEAB3,EGIE3,1D,1H,2
ABEV3,VIVT3,1D,1H,1
ENEV3,HYPE3,1D,1T,2
USIM5,WEGE3,1D,1H,1
BBDC3,CXSE3,1D,1T,3
AURE3,CXSE3,1D,1S,3
SLCE3,VBBR3,1D,1S,2
SBSP3,CSNA3,1D,1S,1
AURE3,TOTS3,1D,1H,3
B3SA3,MOTV3,1D,1S,3
ELET3,WEGE3,1D,1S,2
ASAI3,TOTS3,1D,1H,1
ISAE4,PRIO3,1D,1S,2
CMIN3,ISAE4,1D,1H,3
BRAV3,IRBR3,1D,1T,3
CURY3,GOAU4,1D,1T,2
RAIL3,UGPA3,1D,1S,1
ELET6,NATU3,1D,1H,3
BRKM5,TIMS3,1D,1H,3
CMIG4,LREN3,1D,1S,1
CSAN3,HYPE3,1D,1H,1
EGIE3,MBRF3,1D,1T,3
KLBN11,RAIZ4,1D,1S,3
LREN3,MULT3,1D,1S,2
HYPE3,MBRF3,1D,1S,1
BRKM5,USIM5,1D,1T,1
IRBR3,ITSA4,1D,1S,3
PRIO3,CSNA3,1D,1H,2
GGBR4,GOAU4,1D,1T,3
MOTV3,SBSP3,1D,1H,2
ISAE4,TAEE11,1D,1T,3
LREN3,MGLU3,1D,1T,1
AURE3,SBSP3,1D,1T,2
CPLE6,RDOR3,1D,1T,1
EQTL3,YDUQ3,1D,1H,3
AZZA3,SMFT3,1D,1T,2
BRAV3,LREN3,1D,1H,3
EMBR3,VALE3,1D,1S,3
SMFT3,WEGE3,1D,1T,1
BRAP4,CPLE6,1D,1H,2
ALOS3,DIRR3,1D,1S,3
HAPV3,ITUB4,1D,1H,3
ITSA4,KLBN11,1D,1S,2
CMIG4,CMIN3,1D,1T,2
ALOS3,MGLU3,1D,1T,1
AURE3,PSSA3,1D,1S,1
EQTL3,SBSP3,1D,1T,2
CURY3,ENEV3,1D,1S,2
RENT3,MGLU3,1D,1S,1
POMO4,NATU3,1D,1T,1
CMIG4,PETR4,1D,1T,2
ENGI11,USIM5,1D,1S,1
ISAE4,VALE3,1D,1S,1
BRAV3,SUZB3,1D,1H,2
CURY3,MRVE3,1D,1T,1
HAPV3,VAMO3,1D,1H,1
CMIG4,VAMO3,1D,1T,1
ALOS3,AURE3,1D,1T,3
MULT3,YDUQ3,1D,1T,3
CVCB3,UGPA3,1D,1S,2
BBDC3,HYPE3,1D,1T,3
EQTL3,SANB11,1D,1T,1
BBAS3,EMBR3,1D,1H,3
IRBR3,RDOR3,1D,1T,1
HAPV3,UGPA3,1D,1T,1
BBDC4,RECV3,1D,1H,1
HYPE3,SANB11,1D,1T,3
MULT3,SUZB3,1D,1S,1
ENGI11,RADL3,1D,1H,1
CYRE3,ELET3,1D,1H,2
NATU3,PRIO3,1D,1H,2
BPAC11,ITSA4,1D,1T,2
B3SA3,CSNA3,1D,1T,2
CURY3,PRIO3,1D,1S,2
FLRY3,MOTV3,1D,1S,2
BBAS3,IGTI11,1D,1T,1
NATU3,SUZB3,1D,1S,3
FLRY3,SMFT3,1D,1H,2
CPFE3,ELET6,1D,1T,1
CMIN3,CVCB3,1D,1T,2
HAPV3,TOTS3,1D,1T,2
CVCB3,IGTI11,1D,1T,2
ABEV3,RDOR3,1D,1H,2
CMIG4,VIVT3,1D,1S,3
COGN3,PRIO3,1D,1H,3
ITUB4,YDUQ3,1D,1T,2
POMO4,PCAR3,1D,1H,1
CPLE6,ENGI11,1D,1T,2
AURE3,MOTV3,1D,1T,1
ELET3,VIVA3,1D,1H,3
BBDC3,CSAN3,1D,1H,1
CMIG4,HAPV3,1D,1S,1
GOAU4,UGPA3,1D,1T,3
CSAN3,ENGI11,1D,1H,3
KLBN11,VBBR3,1D,1T,3
BRAP4,SLCE3,1D,1S,1
BRKM5,PETR3,1D,1T,3
CXSE3,CVCB3,1D,1T,2
CPLE6,CVCB3,1D,1S,3
EMBR3,ENEV3,1D,1S,2
BEEF3,VBBR3,1D,1H,3
POMO4,SMFT3,1D,1T,2
MBRF3,MULT3,1D,1S,2
ELET3,MRVE3,1D,1T,1
BPAC11,PETR3,1D,1H,3
BBDC3,VBBR3,1D,1T,3
B3SA3,EQTL3,1D,1T,3
ALOS3,BRAV3,1D,1T,1
BBAS3,MGLU3,1D,1T,2
AURE3,CVCB3,1D,1S,2
ABEV3,RAIZ4,1D,1S,2
HYPE3,MULT3,1D,1S,1
CXSE3,ISAE4,1D,1S,3
CXSE3,VAMO3,1D,1H,2
WEGE3,YDUQ3,1D,1H,1
CSAN3,NATU3,1D,1T,2
CEAB3,VAMO3,1D,1H,1
CPFE3,USIM5,1D,1H,2
ALOS3,USIM5,1D,1S,3
CURY3,RAIZ4,1D,1T,2
ISAE4,VALE3,1D,1S,2
CYRE3,KLBN11,1D,1H,3
EMBR3,SUZB3,1D,1S,3
ELET3,HYPE3,1D,1S,1
MRVE3,USIM5,1D,1H,1
CXSE3,ITUB4,1D,1T,3
SUZB3,USIM5,1D,1S,3
ABEV3,BRKM5,1D,1S,3
CPFE3,MGLU3,1D,1T,1
ELET3,VBBR3,1D,1S,3
ELET3,TOTS3,1D,1S,3
EGIE3,HYPE3,1D,1S,1
BRAV3,MULT3,1D,1S,1
CYRE3,SBSP3,1D,1S,1
ASAI3,USIM5,1D,1T,2
POMO4,UGPA3,1D,1H,3
GOAU4,PETR3,1D,1H,2
AZZA3,KLBN11,1D,1H,2
BPAC11,VIVT3,1D,1T,1
ELET6,PETR4,1D,1H,1
FLRY3,TAEE11,1D,1H,3
RDOR3,CSNA3,1D,1T,1
CVCB3,TAEE11,1D,1H,1
CXSE3,ENGI11,1D,1T,2
ABEV3,PSSA3,1D,1T,3
MULT3,CSNA3,1D,1H,3
EMBR3,ENGI11,1D,1H,1
BEEF3,VBBR3,1D,1S,2
ENEV3,PRIO3,1D,1T,1
AZZA3,RAIL3,1D,1T,1
RADL3,TAEE11,1D,1T,3
B3SA3,RAIL3,1D,1S,2
BBDC4,CEAB3,1D,1S,2
EQTL3,IRBR3,1D,1T,1
ENEV3,MBRF3,1D,1H,1
EMBR3,PCAR3,1D,1S,2
COGN3,CURY3,1D,1S,2
HYPE3,RAIZ4,1D,1T,2
AZZA3,RAIZ4,1D,1T,1
GGBR4,VALE3,1D,1H,2
ALOS3,MRVE3,1D,1H,2
RDOR3,TIMS3,1D,1T,2
BBDC3,ISAE4,1D,1S,1
IRBR3,LREN3,1D,1H,3
CMIN3,VIVA3,1D,1S,2
AZZA3,VIVA3,1D,1T,2
ITSA4,POMO4,1D,1T,2
SLCE3,TAEE11,1D,1T,1
RENT3,SBSP3,1D,1H,2
BEEF3,YDUQ3,1D,1H,2
BRKM5,CPLE6,1D,1S,2
AURE3,CVCB3,1D,1T,1
ABEV3,VALE3,1D,1T,2
ELET3,EMBR3,1D,1S,3
CURY3,VIVA3,1D,1H,2
SMFT3,YDUQ3,1D,1T,1
BRAV3,GGBR4,1D,1H,3
PCAR3,VBBR3,1D,1H,2
SANB11,UGPA3,1D,1T,3
ENEV3,VAMO3,1D,1T,2
GOAU4,RDOR3,1D,1T,2
EMBR3,TIMS3,1D,1T,2
AZZA3,CMIN3,1D,1S,3
MULT3,RAIL3,1D,1S,3
CPFE3,ITUB4,1D,1T,2
RDOR3,VBBR3,1D,1S,1
ELET3,YDUQ3,1D,1S,1
CMIG4,RAIZ4,1D,1T,2
BRAV3,CEAB3,1D,1H,3
CXSE3,CPLE6,1D,1T,3
BRAP4,RENT3,1D,1H,3
ENGI11,SANB11,1D,1H,1
GGBR4,SLCE3,1D,1T,3
FLRY3,VALE3,1D,1S,2
ABEV3,FLRY3,1D,1T,2
CVCB3,YDUQ3,1D,1S,2
CMIN3,ITSA4,1D,1S,1
GOAU4,SLCE3,1D,1T,1
CSAN3,VIVT3,1D,1H,2
DIRR3,ISAE4,1D,1H,1
COGN3,UGPA3,1D,1H,3
ENGI11,KLBN11,1D,1H,1
CVCB3,ELET6,1D,1S,2
DIRR3,VIVT3,1D,1T,1
CXSE3,UGPA3,1D,1H,3
ELET3,IGTI11,1D,1S,1
GOAU4,IGTI11,1D,1H,1
B3SA3,BPAC11,1D,1S,3
GGBR4,HAPV3,1D,1H,3
SANB11,VIVT3,1D,1S,2
IRBR3,LREN3,1D,1H,1
SBSP3,USIM5,1D,1S,3
GGBR4,YDUQ3,1D,1S,2
BBDC4,ENGI11,1D,1T,1
MGLU3,RDOR3,1D,1T,2
BBAS3,SLCE3,1D,1H,1
BBAS3,GOAU4,1D,1H,3
AURE3,MULT3,1D,1H,1
CEAB3,EQTL3,1D,1T,2
CYRE3,KLBN11,1D,1T,2
GOAU4,VAMO3,1D,1S,3
ISAE4,MGLU3,1D,1S,3
ITUB4,RECV3,1D,1H,2
EGIE3,PETR4,1D,1T,1
BRAV3,SUZB3,1D,1T,3
IGTI11,SANB11,1D,1S,2
IGTI11,CSNA3,1D,1S,1
BRAP4,MGLU3,1D,1S,1
ASAI3,PRIO3,1D,1S,1
AZZA3,BBDC4,1D,1T,2
ALOS3,ELET6,1D,1T,3
ASAI3,SBSP3,1D,1T,2
PSSA3,SMFT3,1D,1H,1
ITUB4,VIVA3,1D,1S,3
EGIE3,PETR4,1D,1H,1
EMBR3,NATU3,1D,1S,2
ITUB4,MGLU3,1D,1H,2
MULT3,PCAR3,1D,1S,3
COGN3,CPFE3,1D,1S,2
ELET6,SANB11,1D,1T,1
ALOS3,POMO4,1D,1S,3
BRAP4,POMO4,1D,1H,1
ALOS3,TOTS3,1D,1T,1
CEAB3,TIMS3,1D,1T,1
CVCB3,SANB11,1D,1H,1
RDOR3,SLCE3,1D,1S,1
CSAN3,FLRY3,1D,1S,2
ENGI11,MGLU3,1D,1H,2
CMIG4,YDUQ3,1D,1S,1
BBDC4,YDUQ3,1D,1H,1
CMIN3,RENT3,1D,1S,3
CVCB3,ENEV3,1D,1S,3
FLRY3,GGBR4,1D,1H,1
HYPE3,TAEE11,1D,1S,2
EMBR3,PRIO3,1D,1S,1
PETR3,UGPA3,1D,1S,1
GGBR4,MULT3,1D,1T,1
ALOS3,VBBR3,1D,1H,3
CMIG4,SLCE3,1D,1H,1
CPFE3,VALE3,1D,1S,2
ITSA4,SANB11,1D,1H,1
CVCB3,TAEE11,1D,1T,1
BPAC11,PETR3,1D,1S,1
DIRR3,VAMO3,1D,1S,3
PETR4,VIVT3,1D,1S,1
BRKM5,ELET3,1D,1H,1
ENEV3,KLBN11,1D,1T,3
IGTI11,NATU3,1D,1S,3
CEAB3,CPLE6,1D,1T,3
CPLE6,MRVE3,1D,1S,3
MRVE3,RECV3,1D,1S,2
BRKM5,IGTI11,1D,1S,2
CYRE3,VALE3,1D,1H,2
POMO4,VALE3,1D,1H,3
NATU3,VIVA3,1D,1T,1
HYPE3,MRVE3,1D,1T,3
CSAN3,BEEF3,1D,1S,1
HAPV3,IRBR3,1D,1H,2
CPLE6,PCAR3,1D,1T,3
IRBR3,VIVA3,1D,1H,2
CMIN3,VALE3,1D,1H,2
CVCB3,HAPV3,1D,1S,3
CEAB3,IRBR3,1D,1T,3
SMFT3,YDUQ3,1D,1S,2
ALOS3,ENGI11,1D,1T,3
DIRR3,RADL3,1D,1H,1
DIRR3,ENEV3,1D,1H,2
BEEF3,RADL3,1D,1S,2
BBAS3,IRBR3,1D,1S,2
ENEV3,SMFT3,1D,1H,2
ALOS3,IGTI11,1D,1S,3
MGLU3,VIVA3,1D,1T,3
PCAR3,YDUQ3,1D,1T,2
AURE3,ELET6,1D,1H,2
PSSA3,WEGE3,1D,1T,2
RENT3,PRIO3,1D,1T,3
CEAB3,ENEV3,1D,1H,1
RAIZ4,SLCE3,1D,1S,3
ELET3,RDOR3,1D,1S,2
MGLU3,TOTS3,1D,1S,2
CSAN3,IRBR3,1D,1H,3
RDOR3,WEGE3,1D,1S,3
BRAP4,MRVE3,1D,1S,2
SANB11,CSNA3,1D,1T,3
CSAN3,USIM5,1D,1H,2
ELET6,ITUB4,1D,1H,3
CPLE6,RAIL3,1D,1S,3
BBSE3,BBDC3,1D,1H,1
B3SA3,LREN3,1D,1T,2
BRKM5,VIVT3,1D,1S,3
CPLE6,IRBR3,1D,1H,3
B3SA3,CURY3,1D,1H,1
CMIG4,PRIO3,1D,1S,1
ABEV3,RECV3,1D,1S,1
ELET3,HAPV3,1D,1T,1
SMFT3,USIM5,1D,1T,2
ALOS3,VIVT3,1D,1H,3
KLBN11,RENT3,1D,1T,1
BBSE3,PRIO3,1D,1H,1
CMIG4,SBSP3,1D,1T,2
MOTV3,SMFT3,1D,1H,3
LREN3,SMFT3,1D,1H,1
CSAN3,RADL3,1D,1H,1
BBAS3,PRIO3,1D,1H,2
AURE3,RDOR3,1D,1T,3
POMO4,MOTV3,1D,1S,1
ELET6,IGTI11,1D,1S,1
FLRY3,WEGE3,1D,1S,3
BBDC3,EQTL3,1D,1S,1
MBRF3,MOTV3,1D,1S,2
PETR3,TAEE11,1D,1S,1
CMIN3,RDOR3,1D,1S,3
BBSE3,VIVT3,1D,1H,1
CSNA3,SUZB3,1D,1T,3
BRKM5,HAPV3,1D,1T,3
B3SA3,NATU3,1D,1H,1
BBAS3,TOTS3,1D,1T,2
BBSE3,BRAP4,1D,1H,3
BPAC11,RADL3,1D,1T,3
COGN3,RAIL3,1D,1H,2
AZZA3,RDOR3,1D,1H,1
VALE3,VBBR3,1D,1S,1
CYRE3,PETR3,1D,1T,2
POMO4,BEEF3,1D,1H,1
B3SA3,CXSE3,1D,1H,2
ENEV3,RAIL3,1D,1T,2
HYPE3,RAIZ4,1D,1S,2
PCAR3,TAEE11,1D,1T,3
GGBR4,USIM5,1D,1T,2
AURE3,IGTI11,1D,1S,2
AZZA3,VBBR3,1D,1T,1
MBRF3,TIMS3,1D,1H,3
RDOR3,WEGE3,1D,1H,2
CSAN3,ITUB4,1D,1T,2
PCAR3,PETR3,1D,1T,1
BBDC4,TAEE11,1D,1H,2
HAPV3,SMFT3,1D,1H,3
RECV3,RDOR3,1D,1S,3
CSAN3,MRVE3,1D,1T,3
AURE3,PCAR3,1D,1H,1
PETR3,VIVA3,1D,1T,1
AZZA3,MULT3,1D,1S,3
AURE3,RECV3,1D,1S,2
IGTI11,USIM5,1D,1H,1
ENGI11,SUZB3,1D,1S,1
AURE3,CURY3,1D,1S,2
COGN3,SMFT3,1D,1S,3
BBSE3,RECV3,1D,1T,1
BRAP4,PSSA3,1D,1T,2
CPFE3,SUZB3,1D,1H,2
FLRY3,YDUQ3,1D,1S,1
NATU3,SANB11,1D,1T,1
CPLE6,VBBR3,1D,1H,3
CMIN3,ITSA4,1D,1T,1
CVCB3,NATU3,1D,1H,1
ASAI3,MULT3,1D,1S,2
ELET6,ENEV3,1D,1S,2
IRBR3,NATU3,1D,1H,3
RAIL3,UGPA3,1D,1T,2
ENEV3,MGLU3,1D,1S,1
AZZA3,SLCE3,1D,1S,3
ENGI11,VIVA3,1D,1H,3
MRVE3,UGPA3,1D,1T,1
DIRR3,CSNA3,1D,1H,1
AZZA3,BBSE3,1D,1H,3
ISAE4,TOTS3,1D,1S,2
MULT3,SMFT3,1D,1T,3
ISAE4,CSNA3,1D,1S,1
ITSA4,VALE3,1D,1T,2
GOAU4,BEEF3,1D,1T,1
CMIN3,VIVT3,1D,1H,3
BBDC4,GOAU4,1D,1S,3
BRKM5,MULT3,1D,1S,2
PRIO3,RADL3,1D,1H,2
CVCB3,EMBR3,1D,1T,2
BBAS3,VIVT3,1D,1H,1
AZZA3,MRVE3,1D,1S,2
LREN3,SMFT3,1D,1T,2
BRAV3,ISAE4,1D,1S,2
CXSE3,GOAU4,1D,1S,1
KLBN11,RAIZ4,1D,1H,2
CMIN3,LREN3,1D,1H,3
BBDC3,SBSP3,1D,1T,1
ITUB4,VALE3,1D,1H,3
CYRE3,TIMS3,1D,1H,3
RAIZ4,TAEE11,1D,1H,2
EMBR3,TAEE11,1D,1S,1
EQTL3,ITSA4,1D,1H,2
HAPV3,ITSA4,1D,1T,2
ALOS3,SUZB3,1D,1T,2
ISAE4,VALE3,1D,1T,3
SANB11,VBBR3,1D,1H,2
CEAB3,SUZB3,1D,1H,3
CXSE3,COGN3,1D,1S,3
BBSE3,HAPV3,1D,1T,2
CMIN3,RENT3,1D,1T,1
ABEV3,WEGE3,1D,1H,1
CURY3,ENGI11,1D,1T,3
IRBR3,TIMS3,1D,1S,1
CYRE3,ELET6,1D,1S,1
CURY3,KLBN11,1D,1H,2
POMO4,RAIL3,1D,1H,1
ABEV3,RECV3,1D,1H,2
ALOS3,RADL3,1D,1S,1
DIRR3,RENT3,1D,1T,3
EGIE3,TAEE11,1D,1T,1
ELET3,ISAE4,1D,1S,2
PETR3,PRIO3,1D,1S,1
AZZA3,KLBN11,1D,1T,1
BBDC4,IGTI11,1D,1H,1
SUZB3,VIVT3,1D,1S,3
CMIN3,RENT3,1D,1H,3
COGN3,RDOR3,1D,1S,3
AZZA3,PSSA3,1D,1H,2
CVCB3,EQTL3,1D,1H,3
AZZA3,B3SA3,1D,1S,1
VALE3,WEGE3,1D,1H,3
BPAC11,ENGI11,1D,1S,1
LREN3,POMO4,1D,1H,3
NATU3,RAIZ4,1D,1T,3
BBDC4,FLRY3,1D,1H,1
CMIN3,MOTV3,1D,1T,1
CVCB3,PETR3,1D,1H,1
BPAC11,RAIZ4,1D,1S,2
ISAE4,ITSA4,1D,1T,1
BBDC3,TOTS3,1D,1T,3
CPLE6,WEGE3,1D,1H,3
BBAS3,CXSE3,1D,1S,3
CVCB3,VAMO3,1D,1T,3
CYRE3,GOAU4,1D,1H,1
ALOS3,CPFE3,1D,1T,2
BBAS3,TAEE11,1D,1H,1
CSAN3,SBSP3,1D,1S,3
EQTL3,TOTS3,1D,1T,1
ENGI11,PETR4,1D,1H,3
PETR3,TOTS3,1D,1S,2
AZZA3,BRAV3,1D,1T,3
SBSP3,VBBR3,1D,1S,3
BRAV3,CPFE3,1D,1H,3
BRKM5,TOTS3,1D,1H,1
MBRF3,BEEF3,1D,1T,3
ELET6,EGIE3,1D,1T,3
KLBN11,TAEE11,1D,1H,1
COGN3,NATU3,1D,1T,2
BRAP4,ENEV3,1D,1S,1
BRKM5,EGIE3,1D,1H,3
LREN3,TIMS3,1D,1S,3
CXSE3,ENEV3,1D,1T,2
CMIN3,CURY3,1D,1S,2
ELET6,TAEE11,1D,1H,2
B3SA3,CMIG4,1D,1H,3
AURE3,KLBN11,1D,1H,3
AZZA3,HAPV3,1D,1H,1
CSAN3,DIRR3,1D,1S,1
CPFE3,TOTS3,1D,1H,1
SLCE3,USIM5,1D,1S,3
BRAP4,PETR3,1D,1H,1
CMIG4,EMBR3,1D,1H,1
ENGI11,HAPV3,1D,1T,2
CYRE3,VBBR3,1D,1T,1
BRKM5,FLRY3,1D,1H,2
DIRR3,ITUB4,1D,1T,1
BBAS3,GGBR4,1D,1T,1
CPFE3,IRBR3,1D,1H,3
CPFE3,HAPV3,1D,1T,3
RENT3,VAMO3,1D,1H,3
BRAV3,DIRR3,1D,1T,3
ASAI3,CMIG4,1D,1H,3
BRAP4,UGPA3,1D,1S,3
ABEV3,TAEE11,1D,1H,3
CEAB3,SUZB3,1D,1S,2
HAPV3,UGPA3,1D,1T,3
BRKM5,CPLE6,1D,1T,2
RENT3,SANB11,1D,1H,1
CURY3,IRBR3,1D,1S,3
BBDC3,DIRR3,1D,1T,2
BBDC4,SUZB3,1D,1H,2
AZZA3,LREN3,1D,1S,2
GOAU4,ISAE4,1D,1S,3
ALOS3,ENEV3,1D,1T,2
CYRE3,SMFT3,1D,1H,1
COGN3,GGBR4,1D,1H,3
FLRY3,SANB11,1D,1S,3
IRBR3,LREN3,1D,1S,2
EGIE3,BEEF3,1D,1S,2
BBAS3,CPLE6,1D,1S,3
BBDC4,RADL3,1D,1S,1
CYRE3,VALE3,1D,1H,1
EGIE3,ISAE4,1D,1T,2
ISAE4,VBBR3,1D,1H,2
EMBR3,GOAU4,1D,1T,1
CXSE3,CSAN3,1D,1T,2
MOTV3,RADL3,1D,1H,2
BBDC3,UGPA3,1D,1T,2
RADL3,VIVT3,1D,1H,1
CMIN3,MBRF3,1D,1T,1
EMBR3,RAIZ4,1D,1H,3
BEEF3,SBSP3,1D,1H,1
SBSP3,USIM5,1D,1H,2
RENT3,MGLU3,1D,1T,2
PETR3,VAMO3,1D,1S,1
BEEF3,UGPA3,1D,1H,1
ASAI3,VBBR3,1D,1T,1
CVCB3,FLRY3,1D,1H,1
BRAV3,POMO4,1D,1S,1
ALOS3,BBAS3,1D,1S,3
IGTI11,TOTS3,1D,1S,1
BRKM5,COGN3,1D,1H,2
SANB11,WEGE3,1D,1H,1
CXSE3,SANB11,1D,1T,3
BBAS3,CMIG4,1D,1T,1
RAIZ4,VALE3,1D,1H,1
ELET6,WEGE3,1D,1T,2
AZZA3,POMO4,1D,1T,2
COGN3,CMIN3,1D,1S,3
BBDC3,BRAV3,1D,1H,2
BRAV3,MULT3,1D,1T,3
BBAS3,CYRE3,1D,1S,3
VBBR3,VIVA3,1D,1H,2
CEAB3,COGN3,1D,1H,3
SUZB3,VIVA3,1D,1T,1
ABEV3,CMIN3,1D,1S,1
HAPV3,RENT3,1D,1T,2
KLBN11,VBBR3,1D,1S,3
BBDC3,RECV3,1D,1S,3
EGIE3,MULT3,1D,1T,2
RADL3,SUZB3,1D,1H,1
BEEF3,TOTS3,1D,1T,3
ASAI3,LREN3,1D,1T,1
MGLU3,RAIZ4,1D,1T,1
TIMS3,UGPA3,1D,1T,2
RDOR3,VIVT3,1D,1S,2
DIRR3,IRBR3,1D,1S,1
RADL3,VALE3,1D,1H,3
AZZA3,CURY3,1D,1T,2
HYPE3,MRVE3,1D,1T,1
BRAP4,CVCB3,1D,1S,1
IRBR3,RAIL3,1D,1T,2
ABEV3,PRIO3,1D,1S,1
COGN3,DIRR3,1D,1T,1
KLBN11,MBRF3,1D,1T,3
BRAP4,SUZB3,1D,1S,3
CURY3,VIVA3,1D,1S,2
BRKM5,GGBR4,1D,1H,1
COGN3,USIM5,1D,1S,1
CMIG4,ELET6,1D,1S,3
RAIL3,SLCE3,1D,1H,1
MRVE3,TAEE11,1D,1S,1
ALOS3,MBRF3,1D,1S,2
EGIE3,BEEF3,1D,1T,3
IRBR3,VAMO3,1D,1H,3
RENT3,TIMS3,1D,1T,2
CVCB3,ITSA4,1D,1H,3
ITSA4,SLCE3,1D,1T,3
DIRR3,UGPA3,1D,1S,3
RECV3,VIVT3,1D,1T,2
ABEV3,BBAS3,1D,1H,3
BRAV3,USIM5,1D,1S,3
CPFE3,BEEF3,1D,1H,3
CURY3,MOTV3,1D,1S,3
CXSE3,EGIE3,1D,1T,1
ELET3,BEEF3,1D,1S,1
CSAN3,RDOR3,1D,1T,3
AZZA3,PRIO3,1D,1S,3
EMBR3,SMFT3,1D,1T,2
RECV3,SBSP3,1D,1H,1
VBBR3,WEGE3,1D,1T,1
AZZA3,GGBR4,1D,1S,3
DIRR3,ELET3,1D,1T,3
CMIG4,EGIE3,1D,1S,2
NATU3,PETR3,1D,1T,1
ITSA4,USIM5,1D,1T,3
HYPE3,WEGE3,1D,1S,2
RDOR3,USIM5,1D,1T,3
BBAS3,YDUQ3,1D,1S,1
BBDC4,PSSA3,1D,1T,2
ELET3,NATU3,1D,1S,2
HAPV3,PETR4,1D,1S,1
ALOS3,WEGE3,1D,1T,1
AZZA3,RENT3,1D,1H,1
CYRE3,HAPV3,1D,1H,3
BBDC4,RAIZ4,1D,1T,2
BRAV3,ELET6,1D,1S,2
AURE3,POMO4,1D,1S,2
PETR3,RAIL3,1D,1S,1
EGIE3,PSSA3,1D,1T,3
ASAI3,PETR4,1D,1T,1
ENGI11,RAIZ4,1D,1S,1
ELET3,PETR4,1D,1H,3
EGIE3,SBSP3,1D,1S,2
CMIG4,MULT3,1D,1T,1
CXSE3,CPFE3,1D,1S,3
CSNA3,VAMO3,1D,1H,3
CPLE6,ELET6,1D,1T,3
B3SA3,BRAP4,1D,1H,1
CYRE3,CSNA3,1D,1H,2
ITSA4,PRIO3,1D,1S,1
PETR4,SMFT3,1D,1H,2
AURE3,NATU3,1D,1H,2
COGN3,GGBR4,1D,1S,1
IGTI11,MBRF3,1D,1S,2
EQTL3,PETR4,1D,1T,1
BRKM5,ISAE4,1D,1T,3
RAIZ4,RAIL3,1D,1T,3
AZZA3,GGBR4,1D,1T,3
MGLU3,PETR4,1D,1T,1
GOAU4,TAEE11,1D,1H,2
PSSA3,TAEE11,1D,1S,1
GGBR4,ITUB4,1D,1T,1
PETR3,SUZB3,1D,1S,2
BBSE3,KLBN11,1D,1T,3
CSAN3,IGTI11,1D,1T,1
BRKM5,VBBR3,1D,1T,1
BEEF3,PETR4,1D,1T,2
KLBN11,MGLU3,1D,1T,3
BRAP4,MOTV3,1D,1S,3
ASAI3,POMO4,1D,1S,3
ITSA4,MOTV3,1D,1S,3
IRBR3,NATU3,1D,1T,3
ITUB4,PETR4,1D,1S,3
AURE3,BBDC3,1D,1S,2
GGBR4,LREN3,1D,1H,1
ENEV3,LREN3,1D,1T,1
ABEV3,SANB11,1D,1S,3
CPLE6,RENT3,1D,1T,1
GGBR4,ITUB4,1D,1T,2
AURE3,TOTS3,1D,1S,1
RENT3,SUZB3,1D,1H,3
SMFT3,VIVA3,1D,1H,1
BRKM5,EQTL3,1D,1S,3
POMO4,RECV3,1D,1T,3
PETR3,VIVT3,1D,1H,1
MGLU3,PRIO3,1D,1H,3
VALE3,VAMO3,1D,1H,1
CSNA3,SLCE3,1D,1H,3
NATU3,TOTS3,1D,1S,3
MRVE3,PETR4,1D,1T,1
CXSE3,CMIN3,1D,1S,1
USIM5,VAMO3,1D,1S,2
BBDC4,BRAV3,1D,1T,3
ITUB4,VIVA3,1D,1H,2
ENEV3,RECV3,1D,1S,3
ITSA4,SUZB3,1D,1H,1
RAIZ4,VALE3,1D,1S,1
PRIO3,CSNA3,1D,1T,1
ASAI3,ISAE4,1D,1T,2
BBDC3,GOAU4,1D,1H,1
DIRR3,PCAR3,1D,1S,2
IRBR3,TAEE11,1D,1T,2
GGBR4,YDUQ3,1D,1H,1
ITUB4,RADL3,1D,1T,2
EMBR3,PSSA3,1D,1S,3
ELET3,IGTI11,1D,1S,2
BPAC11,SLCE3,1D,1S,1
BPAC11,ELET3,1D,1H,1
ABEV3,YDUQ3,1D,1T,1
BRAP4,WEGE3,1D,1T,1
ELET3,ITUB4,1D,1T,2
COGN3,MBRF3,1D,1T,3
BBAS3,MULT3,1D,1S,3
BBDC4,ISAE4,1D,1H,1
CYRE3,SANB11,1D,1H,3
MULT3,SANB11,1D,1H,2
KLBN11,RECV3,1D,1H,2
BBDC4,POMO4,1D,1H,1
ASAI3,LREN3,1D,1H,1
IGTI11,UGPA3,1D,1T,2
BRAV3,TAEE11,1D,1T,3
COGN3,CURY3,1D,1H,2
CEAB3,FLRY3,1D,1H,1
CURY3,MGLU3,1D,1T,2
BBSE3,VAMO3,1D,1T,1
RENT3,TIMS3,1D,1H,3
IGTI11,SLCE3,1D,1H,3
CPFE3,GGBR4,1D,1S,3
ASAI3,B3SA3,1D,1T,3
